x,y
1.0,18.900040899137945
11.090909090909092,42.49567911854494
21.181818181818183,6.05022000976263
31.272727272727273,2.6367466921404414
41.36363636363637,40.03302953780069
51.45454545454546,49.46739129026436
61.54545454545455,47.07784688290988
71.63636363636364,33.2575013368545
81.72727272727273,47.126853799707334
91.81818181818183,31.05850050823879
101.90909090909092,26.509292260628193
112.00000000000001,50.41069106631293
122.0909090909091,13.242981158365467
132.1818181818182,30.17085392628796
142.27272727272728,20.901950913608992
152.36363636363637,10.308382972756373
162.45454545454547,25.90484502821985
172.54545454545456,28.06432581316873
182.63636363636365,30.6631527412906
192.72727272727275,15.944659154057586
202.81818181818184,9.498825948135366
212.90909090909093,40.538215198061984
223.00000000000003,42.35825727750189
233.09090909090912,56.63111165221556
243.1818181818182,43.32408165077286
253.27272727272728,10.286887576927752
263.3636363636364,14.668652293991052
273.4545454545455,51.75267412465349
283.54545454545456,27.825870854664018
293.6363636363637,49.770375082481614
303.72727272727275,43.715335145653874
313.81818181818187,47.93573951129105
323.90909090909093,44.69884241570181
334.0,11.628919726921197
344.0909090909091,58.927411520087276
354.1818181818182,18.103301521751085
364.2727272727273,18.944338269814146
374.3636363636364,57.1420350546565
384.4545454545455,27.037132112272285
394.54545454545456,49.38570765272079
404.6363636363637,14.721535910608058
414.72727272727275,37.07265289030678
424.81818181818187,59.64980901008373
434.90909090909093,21.788649670111322
445.00000000000006,58.61396516879669
455.0909090909091,58.71648947992486
465.18181818181824,22.46739819781349
475.2727272727273,35.841187397129026
485.3636363636364,16.338327485512586
495.4545454545455,41.82400575145722
505.54545454545456,28.67774944929302
515.6363636363636,46.75510828888743
525.7272727272727,53.477677574587965
535.8181818181819,38.97893321038991
545.909090909091,37.05784729924608
556.0,39.41150406789569
566.0909090909091,24.025602037171026
576.1818181818182,41.72773791258545
586.2727272727274,51.60283789420947
596.3636363636364,67.74772320104366
606.4545454545455,50.30559428571327
616.5454545454546,67.09799494114942
626.6363636363637,22.70659775790247
636.7272727272727,38.702805610681324
646.8181818181819,26.605358218339607
656.909090909091,49.62715500459568
667.0,47.795146846005
677.0909090909091,28.73192178860034
687.1818181818182,58.69147485392206
697.2727272727274,32.549908381521846
707.3636363636364,59.81837449722979
717.4545454545455,71.76885775219564
727.5454545454546,62.60407917725327
737.6363636363637,37.637494379133614
747.7272727272727,60.69391744967106
757.8181818181819,32.34830115944474
767.909090909091,29.064812756287907
778.0000000000001,39.724414419293254
788.0909090909091,28.591416950606593
798.1818181818182,71.75024650487825
808.2727272727274,57.04069661813577
818.3636363636364,68.32140928790788
828.4545454545455,35.373564940604
838.5454545454546,70.89744010041531
848.6363636363637,45.46636439643541
858.7272727272727,49.25424519994907
868.8181818181819,68.75924297059478
878.909090909091,47.18640937200717
889.0000000000001,55.45405014657408
899.0909090909091,35.40251834643926
909.1818181818182,40.052284196366266
919.2727272727274,42.3477964575403
929.3636363636365,64.10092151034692
939.4545454545455,60.31951621156813
949.5454545454546,33.66435482614533
959.6363636363637,60.49002204877969
969.7272727272727,73.85655825706202
979.8181818181819,40.74924876221741
989.909090909091,47.49101506525762
1000.0000000000001,66.14834333942017
