Weight (mpg),Fuel use
1.0,13.14461731260852
2.0,25.32828095741391
3.0,24.372221890456352
4.0,22.506711174337422
5.0,20.56414862295691
6.0,17.311372867624417
7.0,13.701556885643638
8.0,27.320125507185033
9.0,28.623921636851403
10.0,35.2486207834285
11.0,7.385677233155721
12.0,16.573944590388905
13.0,5.8202299554844945
14.0,12.58169647350216
15.0,7.195838417226611
16.0,11.818426504249583
17.0,36.83539172859647
18.0,26.85217017013911
19.0,9.796687547518658
20.0,-0.6616725206467873
21.0,33.35119640659569
22.0,27.631149677187956
23.0,23.966213347278174
24.0,6.577960201990731
25.0,5.565598184079157
26.0,18.55748828941061
27.0,3.453835196172145
28.0,1.4292411127314244
29.0,17.197068080241795
30.0,22.425219748642032
31.0,11.526244514240638
32.0,21.56791201427218
33.0,13.29248915262351
34.0,18.770076368268157
35.0,-3.566814816438572
36.0,11.938269739926671
37.0,14.03329396253344
38.0,-4.703708556868497
39.0,-1.3880165492986665
40.0,6.799230511020234
41.0,20.0380970090606
42.0,-7.249864885376101
43.0,1.3356638445621165
44.0,-1.3792497449698287
45.0,20.080342414776215
46.0,3.7956179768784235
47.0,10.984237369658961
48.0,13.98325129200163
49.0,16.46004889099809
50.0,27.224833209107693
51.0,5.918692934933604
52.0,-2.209091289665751
53.0,-3.3024698655033653
54.0,20.684175994839492
55.0,6.18684244786165
56.0,18.54067367482225
57.0,2.725746973825588
58.0,-1.3390911403656887
59.0,-7.52032684705521
60.0,8.028225903111775
61.0,-2.868494693112238
62.0,-10.134237113922161
63.0,-7.562245818552933
64.0,2.7116205622506104
65.0,1.6484331457243524
66.0,-2.535960467471673
67.0,2.5571596381442294
68.0,3.7080954150965866
69.0,-12.315603868129038
70.0,20.01753457265957
71.0,3.3780734848908924
72.0,26.090576578593975
73.0,5.607981924479152
74.0,15.745772096196479
75.0,-11.205325936625396
76.0,25.536076890872117
77.0,4.566718416910517
78.0,16.279884856476098
79.0,-8.22269849017117
80.0,-2.6701566449373324
81.0,-3.1282955579813247
82.0,12.205626956586702
83.0,8.862788360034145
84.0,5.455246249808209
85.0,21.829112845344696
86.0,12.880569223936472
87.0,-14.101202783791772
88.0,17.253508628040308
89.0,-12.636010882646936
90.0,10.329939815168395
91.0,7.805868944481922
92.0,4.402924449965763
93.0,14.025286881157012
94.0,-1.6710260143869355
95.0,-0.9428589192878505
96.0,-17.616996689355773
97.0,-16.55230243079023
98.0,-15.791915840762648
99.0,15.04618195921449
100.0,-7.143594885857365
